5.402044277534283, 1.153426034730405e-20
5.537217619133453, 1.3036522084367912e-20
5.675773352904979, 1.4436914410409468e-20
5.746345983598561, 1.665320429825407e-20
5.890134658530062, 1.921007950929496e-20
6.112591912758479, 2.2616624981987284e-20
6.26554502314223, 2.504611866602076e-20
6.422325422229356, 2.8308211301437626e-20
6.664882335104255, 3.471600789778279e-20
6.831655202988363, 4.0046183306094256e-20
7.089671589097829, 4.5262761822389445e-20
7.267073800243058, 5.3288287059575595e-20
7.54153497602215, 6.403092154351078e-20
7.826361938509987, 7.693921384876819e-20
8.222934551928585, 9.630135021171701e-20
8.53349645724477, 1.157151888377798e-19
8.855787593339167, 1.3623509623672339e-19
9.077382667348903, 1.6039089581715313e-19
9.53734623607654, 1.9272836160474808e-19
9.958893572600006, 2.3635616866124634e-19
10.399073152572686, 2.840069028057535e-19
10.92600861117378, 3.4830055770689874e-19
11.338659597310032, 4.0178474797756506e-19
11.76689549120346, 4.73033699006509e-19
12.211304900074106, 5.456716084278068e-19
12.830068654615676, 6.69201078081597e-19
13.397153159559828, 8.04115782620526e-19
13.817495700070598, 9.275853925585814e-19
14.339351707097396, 1.0484164339056342e-18
14.8809170520521, 1.234333324811233e-18
15.253276696039322, 1.3669262744228258e-18
15.634953756687445, 1.5137624514781815e-18
16.02618138024269, 1.6763718734375722e-18
16.63145452123147, 1.973644823986495e-18
17.691467707314423, 2.4204839008187517e-18
18.587918911465625, 2.8497630895186656e-18
19.289943167715318, 3.2873658091629144e-18
20.267391340291596, 3.7922349366636325e-18
21.032845525860118, 4.556729275846262e-18
22.373383334492317, 5.364975093142804e-18
23.50707369658985, 6.316467542483378e-18
24.69820972159396, 7.286541955307008e-18
25.631006039088426, 8.755469954253742e-18
26.92976466146366, 1.0100123008788054e-17
27.946841833872767, 1.1415806061449108e-17
29.002331743550066, 1.3440184067638335e-17
30.850808317626626, 1.582412480643653e-17
32.817098372188894, 1.8254705246878647e-17
34.47998625911838, 2.1058237815443385e-17
36.22713498145554, 2.5303927955364313e-17
38.29871983748333, 2.91903367765027e-17
40.48876462190238, 3.436763335137601e-17
42.540386477159345, 3.806081749554578e-17
45.25171701949341, 4.4811821270714926e-17
47.54468427823938, 5.1693959255968517e-17
50.574965977218184, 5.842995661259574e-17
54.46731375595756, 6.604489525672833e-17
57.22724808199554, 7.464953367525332e-17
60.87465231189723, 8.437676425978056e-17
65.55968398971352, 9.537324483375653e-17
71.48319173835928, 1.0780481903160742e-16
76.98467725009135, 1.193940018436622e-16
83.94046630315428, 1.349565990404443e-16
91.52473108773889, 1.4946736691130808e-16
97.35810072368079, 1.621897618423838e-16
104.85096957236796, 1.7244438387028714e-16
115.74607189688922, 1.8335405636279286e-16
129.3620227860107, 1.9897534745895952e-16
141.05025704402917, 2.1155963783481453e-16
155.70684047537284, 2.249439320032301e-16
176.18744404023437, 2.343539298873773e-16
192.1064910287797, 2.441442082069818e-16
214.70520651399713, 2.4921667781973745e-16
231.2293369313067, 2.492439630892336e-16
261.64364864553625, 2.518451373489243e-16
292.42246482499047, 2.4933038615210476e-16
314.9278666462744, 2.49357683870859e-16
360.78218172053084, 2.4437150578550617e-16
413.3130041274658, 2.346491669460058e-16
461.93365685292724, 2.299487100485135e-16
542.4341808809942, 2.2080824097231308e-16
613.7822307466064, 2.1201949978712754e-16
720.7451906461686, 1.9948063786049494e-16
825.6875617741725, 1.9154428559648876e-16
900.2908297047684, 1.877004493901868e-16
